index,label
1000,no
1001,no
1002,yes
1003,no
1004,no
1005,no
1006,yes
1007,no
1008,no
1009,no
1010,yes
1011,yes
1012,no
1013,no
1014,no
1015,no
1016,no
1017,yes
1018,no
1019,no
1020,yes
1021,yes
1022,yes
1023,no
1024,no
1025,no
1026,yes
1027,no
1028,no
1029,no
1030,yes
1031,yes
1032,no
1033,no
1034,yes
1035,no
1036,no
1037,no
1038,no
1039,yes
1040,yes
1041,no
1042,no
1043,no
1044,no
1045,no
1046,no
1047,no
1048,no
1049,no
1050,no
1051,no
1052,no
1053,yes
1054,no
1055,no
1056,no
1057,no
1058,yes
1059,no
1060,no
1061,no
1062,no
1063,yes
1064,yes
1065,no
1066,no
1067,no
1068,no
1069,no
1070,no
1071,no
1072,no
1073,no
1074,no
1075,yes
1076,no
1077,yes
1078,yes
1079,yes
1080,no
1081,no
1082,no
1083,no
1084,no
1085,no
1086,no
1087,no
1088,no
1089,no
1090,no
1091,no
1092,no
1093,no
1094,no
1095,no
1096,no
1097,yes
1098,no
1099,no
1100,no
1101,no
1102,no
1103,no
1104,no
1105,no
1106,no
1107,no
1108,no
1109,no
1110,no
1111,no
1112,no
1113,no
1114,no
1115,no
1116,no
1117,no
1118,no
1119,no
1120,yes
1121,no
1122,no
1123,no
1124,no
1125,no
1126,no
1127,no
1128,no
1129,no
1130,no
1131,no
1132,yes
1133,yes
1134,yes
1135,no
1136,no
1137,yes
1138,no
1139,no
1140,no
1141,no
1142,no
1143,no
1144,no
1145,no
1146,no
1147,yes
1148,no
1149,no
1150,no
1151,no
1152,no
1153,yes
1154,no
1155,no
1156,yes
1157,no
1158,no
1159,no
1160,no
1161,no
1162,no
1163,yes
1164,yes
1165,no
1166,yes
1167,no
1168,no
1169,no
1170,no
1171,no
1172,no
1173,no
1174,yes
1175,no
1176,yes
1177,yes
1178,no
1179,no
1180,no
1181,no
1182,yes
1183,no
1184,no
1185,no
1186,yes
1187,no
1188,no
1189,yes
1190,no
1191,no
1192,no
1193,no
1194,no
1195,no
1196,yes
1197,no
1198,no
1199,no
1200,yes
1201,no
1202,no
1203,no
1204,no
1205,yes
1206,no
1207,no
1208,no
1209,yes
1210,no
1211,no
1212,yes
1213,no
1214,no
1215,no
1216,no
1217,no
1218,yes
1219,yes
1220,yes
1221,no
1222,no
1223,yes
1224,no
1225,yes
1226,no
1227,no
1228,no
1229,no
1230,no
1231,no
1232,no
1233,no
1234,no
1235,no
1236,no
1237,no
1238,no
1239,no
1240,yes
1241,no
1242,yes
1243,yes
1244,no
1245,yes
1246,no
1247,yes
1248,yes
1249,yes
1250,yes
1251,no
1252,no
1253,no
1254,yes
1255,no
1256,no
1257,yes
1258,no
1259,no
1260,no
1261,no
1262,no
1263,yes
1264,no
1265,no
1266,no
1267,yes
1268,no
1269,no
1270,yes
1271,no
1272,no
1273,no
1274,no
1275,no
1276,yes
1277,no
1278,no
1279,no
1280,no
1281,yes
1282,no
1283,no
1284,no
1285,no
1286,yes
1287,yes
1288,yes
1289,no
1290,no
1291,no
1292,no
1293,yes
1294,yes
1295,no
1296,no
1297,no
1298,no
1299,no
1300,no
1301,yes
1302,no
1303,no
1304,no
1305,no
1306,no
1307,no
1308,no
1309,no
1310,no
1311,yes
1312,no
1313,no
1314,no
1315,no
1316,no
1317,no
1318,no
1319,no
1320,no
1321,no
1322,no
1323,no
1324,no
1325,no
1326,no
1327,no
1328,no
1329,no
1330,no
1331,no
1332,yes
1333,no
1334,yes
1335,no
1336,no
1337,no
1338,yes
1339,no
1340,no
1341,no
1342,no
1343,no
1344,yes
1345,no
1346,no
1347,no
1348,yes
1349,no
1350,no
1351,no
1352,no
1353,no
1354,yes
1355,no
1356,no
1357,no
1358,yes
1359,yes
1360,no
1361,no
1362,yes
1363,no
1364,no
1365,no
1366,no
1367,no
1368,no
1369,no
1370,no
1371,no
1372,no
1373,no
1374,no
1375,no
1376,no
1377,yes
1378,yes
1379,no
1380,no
1381,no
1382,yes
1383,yes
1384,no
1385,no
1386,no
1387,no
1388,yes
1389,no
1390,no
1391,yes
1392,no
1393,no
1394,no
1395,no
1396,yes
1397,no
1398,no
1399,no
1400,no
1401,no
1402,no
1403,no
1404,no
1405,no
1406,no
1407,no
1408,no
1409,no
1410,no
1411,no
1412,no
1413,no
1414,no
1415,no
1416,yes
1417,yes
1418,no
1419,yes
1420,no
1421,yes
1422,no
1423,no
1424,no
1425,no
1426,no
1427,no
1428,no
1429,yes
1430,yes
1431,no
1432,yes
1433,no
1434,no
1435,no
1436,no
1437,no
1438,no
1439,no
1440,no
1441,no
1442,no
1443,no
1444,yes
1445,yes
1446,no
1447,yes
1448,no
1449,no
1450,no
1451,no
1452,no
1453,yes
1454,no
1455,no
1456,no
1457,no
1458,no
1459,no
1460,no
1461,no
1462,yes
1463,no
1464,yes
1465,yes
1466,yes
1467,no
1468,yes
1469,no
1470,no
1471,yes
1472,no
1473,no
1474,no
1475,no
1476,no
1477,no
1478,no
1479,no
1480,no
1481,no
1482,yes
1483,yes
1484,no
1485,no
1486,no
1487,no
1488,no
1489,no
1490,no
1491,no
1492,no
1493,no
1494,no
1495,no
1496,no
1497,no
1498,no
1499,no
1500,no
1501,no
1502,no
1503,yes
1504,no
1505,no
1506,no
1507,no
1508,yes
1509,no
1510,yes
1511,no
1512,no
1513,no
1514,yes
1515,no
1516,no
1517,no
1518,no
1519,no
1520,no
1521,yes
1522,no
1523,yes
1524,yes
1525,no
1526,no
1527,no
1528,no
1529,no
1530,no
1531,no
1532,no
1533,yes
1534,no
1535,no
1536,no
1537,yes
1538,yes
1539,no
1540,no
1541,no
1542,no
1543,no
1544,no
1545,yes
1546,no
1547,no
1548,no
1549,no
1550,no
1551,yes
1552,no
1553,no
1554,no
1555,no
1556,no
1557,no
1558,no
1559,no
1560,no
1561,no
1562,no
1563,no
1564,no
1565,no
1566,no
1567,no
1568,no
1569,no
1570,no
1571,no
1572,no
1573,no
1574,no
1575,no
1576,no
1577,no
1578,yes
1579,no
1580,no
1581,no
1582,yes
1583,no
1584,no
1585,no
1586,no
1587,yes
1588,no
1589,no
1590,no
1591,no
1592,yes
1593,yes
1594,no
1595,no
1596,no
1597,no
1598,no
1599,no
1600,yes
1601,no
1602,no
1603,no
1604,no
1605,no
1606,yes
1607,no
1608,no
1609,no
1610,yes
1611,no
1612,no
1613,no
1614,no
1615,no
1616,yes
1617,no
1618,yes
1619,no
1620,yes
1621,no
1622,no
1623,no
1624,no
1625,no
1626,no
1627,no
1628,no
1629,no
1630,no
1631,no
1632,no
1633,no
1634,no
1635,no
1636,no
1637,no
1638,no
1639,yes
1640,no
1641,yes
1642,no
1643,no
1644,no
1645,yes
1646,no
1647,yes
1648,yes
1649,no
1650,no
1651,no
1652,no
1653,no
1654,yes
1655,no
1656,no
1657,no
1658,no
1659,no
1660,no
1661,no
1662,no
1663,no
1664,yes
1665,no
1666,no
1667,no
1668,no
1669,no
1670,no
1671,no
1672,no
1673,yes
1674,no
1675,no
1676,no
1677,no
1678,no
1679,no
1680,no
1681,no
1682,no
1683,no
1684,no
1685,no
1686,yes
1687,yes
1688,no
1689,no
1690,no
1691,yes
1692,yes
1693,no
1694,yes
1695,no
1696,yes
1697,no
1698,no
1699,no
1700,no
1701,no
1702,no
1703,no
1704,yes
1705,no
1706,no
1707,no
1708,yes
1709,no
1710,yes
1711,no
1712,no
1713,no
1714,no
1715,no
1716,yes
1717,yes
1718,no
1719,no
1720,yes
1721,no
1722,no
1723,yes
1724,no
1725,no
1726,yes
1727,yes
1728,no
1729,no
1730,no
1731,yes
1732,no
1733,no
1734,no
1735,no
1736,no
1737,yes
1738,no
1739,no
1740,no
1741,no
1742,no
1743,no
1744,yes
1745,no
1746,yes
1747,no
1748,no
1749,yes
1750,no
1751,yes
1752,no
1753,no
1754,yes
1755,no
1756,no
1757,no
1758,no
1759,yes
1760,yes
1761,no
1762,no
1763,yes
1764,no
1765,no
1766,no
1767,yes
1768,yes
1769,no
1770,yes
1771,no
1772,no
1773,no
1774,yes
1775,no
1776,no
1777,no
1778,no
1779,yes
1780,yes
1781,no
1782,yes
1783,no
1784,no
1785,no
1786,no
1787,yes
1788,yes
1789,no
1790,no
1791,no
1792,no
1793,no
1794,yes
1795,yes
1796,no
1797,no
1798,no
1799,no
1800,no
1801,no
1802,no
1803,no
1804,yes
1805,no
1806,yes
1807,no
1808,yes
1809,no
1810,no
1811,no
1812,no
1813,no
1814,no
1815,yes
1816,no
1817,no
1818,no
1819,yes
1820,no
1821,no
1822,no
1823,no
1824,no
1825,no
1826,no
1827,yes
1828,no
1829,no
1830,no
1831,no
1832,no
1833,no
1834,yes
1835,no
1836,no
1837,no
1838,yes
1839,no
1840,yes
1841,no
1842,no
1843,no
1844,no
1845,no
1846,no
1847,no
1848,no
1849,yes
1850,no
1851,no
1852,yes
1853,no
1854,no
1855,yes
1856,no
1857,yes
1858,no
1859,no
1860,yes
1861,no
1862,no
1863,no
1864,yes
1865,no
1866,no
1867,no
1868,no
1869,no
1870,no
1871,yes
1872,no
1873,no
1874,no
1875,no
1876,no
1877,no
1878,yes
1879,yes
1880,no
1881,no
1882,no
1883,no
1884,no
1885,no
1886,no
1887,no
1888,no
1889,no
1890,no
1891,no
1892,no
1893,no
1894,no
1895,no
1896,no
1897,no
1898,no
1899,no
1900,no
1901,yes
1902,no
1903,no
1904,no
1905,no
1906,no
1907,no
1908,no
1909,no
1910,no
1911,no
1912,no
1913,no
1914,no
1915,no
1916,yes
1917,no
1918,no
1919,no
1920,no
1921,no
1922,no
1923,no
1924,no
1925,no
1926,yes
1927,no
1928,no
1929,no
1930,no
1931,no
1932,no
1933,no
1934,no
1935,yes
1936,no
1937,no
1938,no
1939,no
1940,no
1941,yes
1942,no
1943,no
1944,no
1945,no
1946,no
1947,no
1948,no
1949,no
1950,yes
1951,no
1952,no
1953,no
1954,no
1955,no
1956,no
1957,yes
1958,no
1959,no
1960,no
1961,no
1962,no
1963,yes
1964,no
1965,yes
1966,yes
1967,yes
1968,yes
1969,no
1970,no
1971,no
1972,no
1973,no
1974,no
1975,no
1976,no
1977,no
1978,no
1979,yes
1980,yes
1981,yes
1982,no
1983,no
1984,no
1985,no
1986,no
1987,no
1988,no
1989,no
1990,no
1991,no
1992,no
1993,no
1994,no
1995,no
1996,no
1997,no
1998,no
1999,no
2000,no
2001,no
2002,yes
2003,no
2004,no
2005,no
2006,no
2007,no
2008,no
2009,no
2010,no
2011,yes
2012,no
2013,no
2014,no
2015,no
2016,no
2017,no
2018,yes
2019,no
2020,no
2021,no
2022,no
2023,no
2024,no
2025,no
2026,yes
2027,no
2028,no
2029,no
2030,no
2031,no
2032,no
2033,no
2034,no
2035,no
2036,no
2037,no
2038,yes
2039,no
2040,no
2041,no
2042,no
2043,no
2044,no
2045,no
2046,yes
2047,no
2048,no
2049,yes
2050,no
2051,no
2052,no
2053,no
2054,no
2055,no
2056,no
2057,no
2058,no
2059,no
2060,no
2061,no
2062,no
2063,no
2064,yes
2065,no
2066,no
2067,yes
2068,no
2069,no
2070,no
2071,no
2072,yes
2073,yes
2074,no
2075,no
2076,no
2077,yes
2078,no
2079,no
2080,no
2081,no
2082,yes
2083,no
2084,no
2085,no
2086,yes
2087,no
2088,no
2089,yes
2090,no
2091,no
2092,no
2093,no
2094,no
2095,no
2096,no
2097,no
2098,no
2099,yes
2100,no
2101,no
2102,no
2103,no
2104,yes
2105,no
2106,no
2107,no
2108,no
2109,no
2110,no
2111,no
2112,yes
2113,yes
2114,no
2115,no
2116,no
2117,no
2118,yes
2119,no
2120,no
2121,no
2122,no
2123,no
2124,no
2125,no
2126,no
2127,yes
2128,no
2129,no
2130,no
2131,no
2132,yes
2133,no
2134,yes
2135,yes
2136,no
2137,no
2138,no
2139,yes
2140,no
2141,no
2142,no
2143,no
2144,no
2145,no
2146,no
2147,yes
2148,no
2149,no
2150,no
2151,no
2152,no
2153,yes
2154,no
2155,no
2156,yes
2157,no
2158,no
2159,no
2160,yes
2161,yes
2162,yes
2163,yes
2164,no
2165,no
2166,no
2167,no
2168,no
2169,yes
2170,no
2171,no
2172,no
2173,yes
2174,no
2175,no
2176,no
2177,no
2178,no
2179,no
2180,no
2181,no
2182,no
2183,yes
2184,no
2185,no
2186,no
2187,yes
2188,yes
2189,no
2190,yes
2191,yes
2192,no
2193,yes
2194,no
2195,yes
2196,no
2197,no
2198,no
2199,no
2200,no
2201,yes
2202,yes
2203,no
2204,no
2205,no
2206,yes
2207,no
2208,no
2209,yes
2210,no
2211,yes
2212,no
2213,no
2214,no
2215,no
2216,no
2217,no
2218,no
2219,no
2220,yes
2221,yes
2222,no
2223,no
2224,yes
2225,yes
2226,no
2227,no
2228,yes
2229,no
2230,yes
2231,no
2232,no
2233,yes
2234,yes
2235,yes
2236,no
2237,no
2238,yes
2239,no
2240,no
2241,no
2242,no
2243,yes
2244,no
2245,no
2246,yes
2247,no
2248,yes
2249,no
2250,no
2251,no
2252,no
2253,no
2254,yes
2255,no
2256,no
2257,no
2258,yes
2259,no
2260,no
2261,yes
2262,no
2263,no
2264,yes
2265,no
2266,no
2267,yes
2268,yes
2269,no
2270,no
2271,yes
2272,no
2273,no
2274,no
2275,no
2276,no
2277,no
2278,yes
2279,no
2280,no
2281,no
2282,no
2283,no
2284,no
2285,yes
2286,yes
2287,yes
2288,no
2289,no
2290,no
2291,no
2292,no
2293,no
2294,yes
2295,no
2296,yes
2297,no
2298,yes
2299,no
2300,no
2301,yes
2302,no
2303,yes
2304,no
2305,no
2306,no
2307,no
2308,no
2309,yes
2310,yes
2311,no
2312,no
2313,yes
2314,no
2315,no
2316,yes
2317,no
2318,no
2319,no
2320,yes
2321,no
2322,yes
2323,yes
2324,yes
2325,yes
2326,no
2327,no
2328,yes
2329,no
2330,no
2331,no
2332,no
2333,no
2334,no
2335,no
2336,no
2337,no
2338,no
2339,no
2340,no
2341,yes
2342,no
2343,no
2344,yes
2345,yes
2346,no
2347,yes
2348,no
2349,no
2350,no
2351,no
2352,no
2353,yes
2354,no
2355,no
2356,no
2357,yes
2358,no
2359,yes
2360,yes
2361,yes
2362,no
2363,no
2364,no
2365,no
2366,no
2367,no
2368,yes
2369,no
2370,no
2371,no
2372,no
2373,no
2374,no
2375,no
2376,no
2377,no
2378,yes
2379,no
2380,no
2381,no
2382,no
2383,no
2384,no
2385,no
2386,no
2387,no
2388,no
2389,yes
2390,no
2391,no
2392,no
2393,no
2394,yes
2395,no
2396,no
2397,no
2398,no
2399,no
2400,no
2401,yes
2402,yes
2403,no
2404,no
2405,no
2406,no
2407,no
2408,no
2409,no
2410,no
2411,no
2412,no
2413,yes
2414,no
2415,no
2416,no
2417,no
2418,no
2419,no
2420,no
2421,yes
2422,yes
2423,no
2424,yes
2425,yes
2426,no
2427,no
2428,no
2429,no
2430,no
2431,no
2432,no
2433,no
2434,yes
2435,no
2436,no
2437,no
2438,no
2439,yes
2440,no
2441,no
2442,no
2443,no
2444,no
2445,yes
2446,no
2447,no
2448,no
2449,yes
2450,no
2451,no
2452,no
2453,yes
2454,yes
2455,no
2456,yes
2457,no
2458,no
2459,no
2460,no
2461,no
2462,no
2463,no
2464,no
2465,yes
2466,no
2467,no
2468,no
2469,no
2470,no
2471,no
2472,no
2473,yes
2474,no
2475,yes
2476,no
2477,no
2478,no
2479,no
2480,no
2481,no
2482,no
2483,no
2484,yes
2485,yes
2486,yes
2487,no
2488,no
2489,no
2490,no
2491,no
2492,yes
2493,no
2494,no
2495,no
2496,no
2497,no
2498,no
2499,no
2500,no
2501,no
2502,no
2503,no
2504,no
2505,yes
2506,no
2507,yes
2508,no
2509,no
2510,no
2511,no
2512,no
2513,no
2514,no
2515,no
2516,no
2517,no
2518,no
2519,no
2520,no
2521,no
2522,no
2523,no
2524,no
2525,no
2526,yes
2527,yes
2528,yes
2529,no
2530,no
2531,no
2532,no
2533,no
2534,no
2535,no
2536,no
2537,no
2538,no
2539,no
2540,no
2541,yes
2542,no
2543,no
2544,no
2545,yes
2546,no
2547,no
2548,no
2549,no
2550,no
2551,no
2552,no
2553,no
2554,no
2555,yes
2556,no
2557,no
2558,yes
2559,no
2560,no
2561,no
2562,no
2563,no
2564,no
2565,no
2566,no
2567,yes
2568,no
2569,yes
2570,no
2571,no
2572,no
2573,no
2574,no
2575,no
2576,yes
2577,no
2578,no
2579,no
2580,no
2581,yes
2582,no
2583,no
2584,yes
2585,no
2586,no
2587,no
2588,no
2589,yes
2590,no
2591,no
2592,no
2593,no
2594,yes
2595,no
2596,yes
2597,no
2598,no
2599,yes
2600,no
2601,no
2602,no
2603,no
2604,no
2605,no
2606,no
2607,no
2608,no
2609,no
2610,no
2611,yes
2612,no
2613,yes
2614,no
2615,no
2616,no
2617,no
2618,no
2619,no
2620,no
2621,yes
2622,yes
2623,no
2624,yes
2625,no
2626,no
2627,no
2628,no
2629,no
2630,no
2631,no
2632,no
2633,yes
2634,yes
2635,no
2636,no
2637,yes
2638,no
2639,yes
2640,no
2641,no
2642,no
2643,no
2644,no
2645,no
2646,no
2647,no
2648,no
2649,no
2650,no
2651,yes
2652,no
2653,no
2654,no
2655,yes
2656,no
2657,yes
2658,no
2659,no
2660,no
2661,yes
2662,no
2663,no
2664,no
2665,no
2666,yes
2667,yes
2668,yes
2669,no
2670,no
2671,no
2672,yes
2673,no
2674,no
2675,no
2676,no
2677,no
2678,yes
2679,yes
2680,no
2681,no
2682,no
2683,no
2684,no
2685,no
2686,no
2687,no
2688,no
2689,no
2690,no
2691,no
2692,no
2693,no
2694,no
2695,no
2696,no
2697,no
2698,no
2699,no
2700,no
2701,no
2702,yes
2703,no
2704,no
2705,no
2706,no
2707,no
2708,no
2709,no
2710,no
2711,yes
2712,no
2713,no
2714,no
2715,no
2716,yes
2717,no
2718,yes
2719,no
2720,no
2721,no
2722,yes
2723,no
2724,no
2725,no
2726,no
2727,no
2728,no
2729,no
2730,no
2731,no
2732,no
2733,no
2734,no
2735,no
2736,no
2737,no
2738,yes
2739,yes
2740,yes
2741,yes
2742,no
2743,no
2744,no
2745,no
2746,no
2747,no
2748,no
2749,yes
2750,no
2751,no
2752,yes
2753,no
2754,yes
2755,no
2756,no
2757,yes
2758,no
2759,yes
2760,no
2761,yes
2762,no
2763,no
2764,no
2765,yes
2766,no
2767,no
2768,no
2769,no
2770,no
2771,yes
2772,no
2773,no
2774,no
2775,no
2776,yes
2777,no
2778,no
2779,yes
2780,no
2781,yes
2782,no
2783,no
2784,yes
2785,yes
2786,yes
2787,yes
2788,yes
2789,no
2790,yes
2791,no
2792,no
2793,no
2794,no
2795,no
2796,no
2797,yes
2798,no
2799,yes
